0.000010 0.000010 1
0.000030 0.000020 1
0.000070 0.000040 1
0.000150 0.000080 1
0.000310 0.000160 1
0.000630 0.000320 1
0.001270 0.000640 1
0.002112 0.000842 1
0.002956 0.000845 1
0.003804 0.000848 1
0.004655 0.000851 1
0.005510 0.000855 1
0.006368 0.000858 1
0.007229 0.000861 1
0.008094 0.000865 1
0.008962 0.000868 1
0.009833 0.000871 1
0.010708 0.000875 1
0.011587 0.000878 1
0.012469 0.000882 1
0.013354 0.000886 1
0.014243 0.000889 1
0.015136 0.000893 1
0.016032 0.000896 1
0.016932 0.000900 1
0.017836 0.000904 1
0.018744 0.000908 1
0.019655 0.000911 1
0.020570 0.000915 1
0.021489 0.000919 1
0.022412 0.000923 1
0.023339 0.000927 1
0.024270 0.000931 1
0.025205 0.000935 1
0.026144 0.000939 1
0.027087 0.000943 1
0.028035 0.000947 1
0.028987 0.000952 1
0.029943 0.000956 1
0.030903 0.000960 1
0.031868 0.000965 1
0.032838 0.000969 1
0.033812 0.000974 1
0.034790 0.000979 1
0.035774 0.000983 1
0.036762 0.000988 1
0.037755 0.000993 1
0.038753 0.000998 1
0.039756 0.001003 1
0.040764 0.001008 1
0.041777 0.001013 1
0.042795 0.001018 1
0.043819 0.001023 1
0.044847 0.001029 1
0.045882 0.001034 1
0.046921 0.001040 1
0.047967 0.001045 1
0.049018 0.001051 1
0.050074 0.001057 1
0.051137 0.001063 1
0.052205 0.001068 1
0.053280 0.001074 1
0.054360 0.001080 1
0.055447 0.001087 1
0.056540 0.001093 1
0.057639 0.001099 1
0.058745 0.001106 1
0.059857 0.001112 1
0.060976 0.001119 1
0.062102 0.001126 1
0.063235 0.001133 1
0.064374 0.001140 1
0.065521 0.001147 1
0.066675 0.001154 1
0.067836 0.001161 1
0.069005 0.001169 1
0.070181 0.001176 1
0.071365 0.001184 1
0.072556 0.001192 1
0.073756 0.001200 1
0.074963 0.001208 1
0.076179 0.001216 1
0.077403 0.001224 1
0.078636 0.001233 1
0.079877 0.001241 1
0.081127 0.001250 1
0.082385 0.001259 1
0.083653 0.001268 1
0.084930 0.001277 1
0.086216 0.001286 1
0.087512 0.001296 1
0.088817 0.001305 1
0.090132 0.001315 1
0.091457 0.001325 1
0.092792 0.001335 1
0.094137 0.001345 1
0.095493 0.001356 1
0.096860 0.001367 1
0.098237 0.001377 1
0.099626 0.001388 1
0.101025 0.001400 1
0.102436 0.001411 1
0.103859 0.001423 1
0.105294 0.001435 1
0.106740 0.001447 1
0.108199 0.001459 1
0.109671 0.001471 1
